aktiv;orgform;fnr;fnavn;orgnr;virksomhet;virksomhet_kommunenr;virksomhet_kommune;vannforsyningssystem;mtid_vf;ir_orgform;vregnr;kommunenr;kommune;mtregion;mtavdeling;siste_insp;omraade;periode;vannprod;vannegetnett;vann_mottatt;max_vann_pers;max_vann_dogn;beredskap;beredsk_oppd;beredsk_ovelse;boliger;helseinst;skoler;nmindustri;hyttercamp;gardsbruk;fiskemottak;ant_fastboende;ant_personer_max;ant_husstander;ant_hytter;forbr_fast_bosetting;forbr_fritidsboliger;forbr_industri;forbr_tjytende;forbr_primnaering;forbr_annet;forbr_lekkasje
ja;KOMM;864968422;Fjaler Kommune;875309862;Våge Barnehage;4646;Fjaler;Våge Barnehage - Eigen Vassforsyning;Z1901100758480272025LAWDM;;;;;Region Sør og Vest;Avdeling Sunnfjord og Sogn;;Våge;;;;;;;nei;;;ja;nei;ja;nei;nei;nei;nei;4;30;2;0;;;;;;;
nei;;;;;Innvær Vassverk;;;Innvær Vassverk;Z1111071304320661081MVKXN;;121913;4613;Bømlo;Region Sør og Vest;Avdeling Hardanger og Sunnhordaland;;Innvær;;;;;;;;;;;;;;;;;10;100;10;10;;;;;;;
nei;;;;;Myranes Vannverk;5056;Hitra;Myranes Vannverk;Z1302211004502293104HRSBL;;161712;5056;Hitra;Region Midt;Avdeling Trondheim og omland;;;;;;;;;nei;;;ja;nei;nei;nei;nei;;nei;90;100;36;0;;;;;;;
ja;SA;;;983607233;Samfunnshuset Skogen Sa;4631;Alver;Samfunnshuset Skogen;Z0704301340597111189AZAZH;;;;;Region Sør og Vest;Avdeling Bergen og omland;;;;;;;;;;;;;;;;;;;;200;1;;;;;;;;
nei;KOMM;921806027;Ørland Kommune;974579774;Ørland Kommune Sentraladministrasjonen;5057;Ørland;Nes Vassverk;Z2001020959461632025JSKXN;;162706;5057;Ørland;Region Midt;Avdeling Innherred og Fosen;;Nes herred;;;;;;;ja;;;ja;nei;nei;ja;nei;ja;nei;150;290;70;70;;;;;;;
nei;ENK;;;986000801;Vangen Skistue Roy Knutsen;213;Ski - UTGÅTT KODE;Vangen Skistue As;Z0704301337322771190LPLVG;;;;;Region Stor-Oslo;Avdeling Østfold og Follo;26.11.2010;;;;;;;;;;;;;;;;;;100;100;1;1;;;;;;;
nei;KOMM;961381908;Nord-Aurdal Kommune;974596792;Nord-Aurdal Kommune Teknisk Drift Lobrøtin;3451;Nord-Aurdal;Freningen Vannverk As;Z1203141348254753252KKDJA;;;3451;Nord-Aurdal;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;;Aurdalsåsen;;;;;;;ja;;;nei;nei;nei;nei;ja;nei;nei;0;;0;364;;;;;;;
nei;KOMM;964979278;Hareid Kommune;974007320;Hareid Kommune Sentraladministrasjon;1517;Hareid;Kommuneplan - Samfunnsdel 2020 - 2028;Z1911041305081353164JQIME;;;;;Region Midt;Avdeling Sunnmøre;;Hareid;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;0;0;0;;;;;;;
nei;AS;924350946;Øyne Camping As;972540846;Øyne Camping As;3823;Fyresdal;Øyne Camping Vannforsyning;Z0810211428481850150HSZJY;;;3823;Fyresdal;Region Øst;Avdeling Telemark;25.06.2015;Øyne Camping;;;;;;;ja;;;ja;nei;nei;ja;ja;nei;nei;2;150;1;0;;;;;;;
nei;AS;990733171;Favoritthytten As;914539943;Favoritthytten As;1108;Sandnes;Moltekvæven Hyttefelt - Vannforsyning;Z1501071244322042024NJSKD;;104606;4228;Sirdal;Region Sør og Vest;Avdeling Sør-Rogaland, Sirdal og Flekkefjord;;Moltekvæven hyttefelt på Suleskard;;;;;;;ja;;;nei;nei;nei;nei;ja;nei;nei;0;172;0;43;;;;;;;
nei;KOMM;933277461;Drangedal Kommune;987924772;Drangedal Kommune Produksjon Og Drift Av Vann;3815;Drangedal;Voje Vannverk;Z0705302239414941189LNUVL;;;;;Region Øst;Avdeling Telemark;;;;;;;;;;;;;;;;;;;0;30;10;0;;;;;;;
nei;KOMM;921060157;Stad Kommune;876675102;Stad Kommune Kommunalteknikk;4649;Stad;Reksnes Barnehage;Z0811182209542930178GZYUN;;;;;Region Sør og Vest;Avdeling Nordfjord;;Reksnes barnehage;;;;;;;;;;nei;nei;ja;nei;nei;nei;nei;0;0;0;0;;;;;;;
nei;ENK;;;970152350;Liatoppen Varmestue Oddvar Buen;604;Kongsberg - UTGÅTT KODE;Liatoppen Vannverk;Z1301031229028910380QAHTA;;;;;Region Øst;Avdeling Søndre Buskerud;23.09.2014;Liatoppen campingplass;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;;0;500;0;1;;;;;;;
nei;BEDR;;;977352703;Gpg Norge As  Avd Vannavalen;1936;Karlsøy - UTGÅTT KODE;Gpg Vannavalen Vannhus;Z0712172011225831190TUKNU;;;;;Region Nord;Avdeling Troms og Svalbard;07.03.2008;;;;;;;;;;;;;;;;;;0;126;3;0;;;;;;;
nei;FLI;;;983395945;Hokåsskog Skytterlag;402;Kongsvinger - UTGÅTT KODE;Hokåsskog Skytterlag V/ Per Kr. Lønhøiden;Z0704301336386851189IKZCL;;;;;Region Øst;Avdeling Glåmdal og Østerdal;;;;;;;;;;;;;;;;;;;0;80;1;0;;;;;;;
nei;AS;920907504;Fossekroa Camp As;920929419;Fossekroa Camp As;3805;Larvik;Borehull;Z1808031249464513131FSQMH;;;;;Region Øst;Avdeling Vestfold;08.08.2018;Brufoss;;;;;;;nei;;;ja;nei;nei;ja;ja;nei;nei;5;50;1;0;;;;;;;
ja;AS;916351054;Tverrlia Va-Drift As;916362331;Tverrlia Va-Drift As;3040;Nes (Busk.);Tverrlia 7 Vannverk;Z1903172046586730128UJKWP;;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;22.05.2019;Nesfjellet - Tverrlia og senterområdet;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;49;0;200;;;;;;;
nei;KOMM;944227121;Eidfjord Kommune;976830911;Eidfjord Kommune Kommunalteknisk Drift;4619;Eidfjord;Fossatromme Vassverk;Z0705302239035711189UIGHI;;;;;Region Sør og Vest;Avdeling Bergen og omland;;;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;
ja;IKS;990168199;Tingvatn Fornminnepark Og Besøkssenter Iks;990421838;Tingvatn Fornminnepark Og Besøkssenter Iks;4226;Hægebostad;Tingparken - Drikkevann;Z1206201100444160193GDGJM;;;;;Region Sør og Vest;Avdeling Agder;18.06.2012;;;;;;;;nei;;;nei;nei;nei;ja;nei;nei;nei;0;0;1;0;;;;;;;
nei;KOMM;964966575;Valle Kommune;974613476;Valle Kommune Sentraladministrasjon;4221;Valle;Valle Vannverk;Z0705302238300321189SSOFH;;94002;4221;Valle;Region Sør og Vest;Avdeling Agder;18.08.2009;;;;;;;;ja;;;ja;;;nei;nei;;;420;700;164;0;;;;;;;
ja;AS;971093633;Kleeva As;974858320;Kleeva As;3411;Ringsaker;Vannforsyning Til Kafe Fru G;Z1807171051564903175SKEMT;;;3411;Ringsaker;Region Øst;Avdeling Mjøsområdet;16.07.2018;Eriksrud gård;;;;;;;ja;;;ja;nei;nei;ja;nei;nei;nei;2;50;1;0;;;;;;;
ja;ASA;983472583;Fjord1 Asa;974737647;Fjord1 Asa;4602;Kinn;M/F Lifjord;Z1409251326118403116KKEZT;;;;;Region Sør og Vest;Avdeling Sunnfjord og Sogn;19.09.2014;M/F Lifjord;;;;;;;;;;nei;nei;nei;ja;nei;nei;nei;0;292;0;0;;;;;;;
ja;STI;971492414;Norsk Industriarbeidermuseum;873480122;Norsk Industriarbeidermuseum;3818;Tinn;Norsk Industriarbeidermuseum, Vannforsyningssystem;Z1006161305141171090TUPVV;;;;;Region Øst;Avdeling Telemark;26.07.2017;Norsk Industriarbeidermuseum;;;;;;;ja;;;nei;nei;nei;ja;nei;nei;nei;0;600;0;0;;;;;;;
nei;STAT;972417874;Landbruks- Og Matdepartementet;974582236;Mattilsynet  Lokasjon Lillehammer;3405;Lillehammer;Test Dksg -Astrid;Z0905021235395493252MIZMR;;;;;Region Øst;Avdeling Gudbrandsdal;;;;;;;;;ja;;;ja;nei;nei;nei;nei;nei;nei;;;;;;;;;;;
ja;STI;963426461;Stiftelsen Kana;973483625;Kana Barnehage;3025;Asker;Kana Barnehage - Vannforsyning - Brønn;Z1602021645494883186UILJT;;;;;Region Øst;Avdeling Søndre Buskerud;15.08.2018;Barnehagen kun;;;;;;;ja;;;nei;nei;ja;nei;nei;nei;nei;0;60;0;0;;;;;;;
nei;OPMV;;;844243502;Verran Komm Vann-Kloakk-Renovasj;1724;Verran - UTGÅTT KODE;Follafoss Vannverk Driftenhet Va;Z0709110929583201189OMZJC;;;;;Region Midt;Avdeling Innherred og Fosen;04.11.2008;;;;;;;;;;;;;;;;;;;500;215;;;;;;;;
ja;;;;;Myrmoen Vannforsyningssystem;5025;Røros;Myrmoen Vannforsyningssystem;Z1609021119419722024WACAE;;;;;Region Midt;Avdeling Gauldal;28.08.2018;Myrmoen hyttefelt;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;85;0;17;;;;;;;
nei;AS;989222392;Rondablikk As;918234543;Rondablikk As;3454;Vang;Eidsbugarden - Vannforsyning;Z1107221459522250246UJVKX;;;;;Region Øst;Avdeling Vestfold;20.08.2015;Eidsbugarden hotell;;;;;;;;;;;;;;;;;0;50;0;0;;;;;;;
ja;ENK;970396624;Mathias Sannes;972962813;Mathias Sannes;3816;Nome;Sannes Hyttegrend;Z1501211355036510386BRIBR;;;;;Region Øst;Avdeling Telemark;15.09.2015;Sannes;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;70;0;22;;;;;;;
nei;BEDR;;;889739932;Gråtasstunet As;728;Lardal - UTGÅTT KODE;Ikke Aktiv Gråtasstunet Drift As Vannforsyning;Z0704301342424891189GEFHS;;;;;Region Øst;Avdeling Vestfold;;;;;;;;;;;;;;;;;;;;1500;1;;;;;;;;
ja;KOMM;964981892;Surnadal Kommune;976676866;Kultureininga;1566;Surnadal;Vaulen Vannforsyning;Z1501141437381063155HAVCP;;;;;Region Midt;Avdeling Nordmøre og Romsdal;14.01.2015;;;;;;;;;;;nei;nei;nei;nei;ja;nei;nei;0;50;0;1;;;;;;;
nei;BEDR;;;975270696;Helgøya Skole;412;Ringsaker - UTGÅTT KODE;Helgøya Skole;Z0711212005022631190BLIZJ;;;;;Region Øst;Avdeling Mjøsområdet;20.05.2008;;;;;;;;;;;;;;;;;;0;70;2;0;;;;;;;
nei;KOMM;945372281;Rakkestad Kommune;976636201;Rakkestad Vannverk;3016;Rakkestad;Sander Vannverk Utgått;Z0705302239146921190OLQZC;;;3016;Rakkestad;Region Stor-Oslo;Avdeling Østfold og Follo;;;;;;;;;;;;;;;;;;;0;3550;1410;0;;;;;;;
nei;BEDR;;;999174892;Moen Arne Dødsbu;1525;Stranda;Solhaug Camping - Vassforsyning;Z0704301337509821190XMCVQ;;;;;Region Midt;Avdeling Sunnmøre;23.08.2012;Solhaug camping;;;;;;;nei;;;ja;nei;nei;nei;ja;nei;nei;2;70;1;6;;;;;;;
nei;AS;984358946;Primhovda Sør As;995130424;Primhovda Sør As;3043;Ål;Primhovda Sør Hyttefelt Øvre Ålsåsen Utvikling As;Z1002181059105361021LRFLZ;;;;;Region Øst;Avdeling Telemark;;Del av H4;;;;;;;ja;;;nei;nei;nei;nei;ja;nei;nei;0;50;0;8;;;;;;;
ja;KOMM;964965137;Sandnes Kommune;974610647;Sandnes Kommune Kommunalteknikk;1108;Sandnes;Forsand Kommunale Vannverk;Z2006021315465012024RFLWA;;112902;1108;Sandnes;Region Sør og Vest;Avdeling Sør-Rogaland, Sirdal og Flekkefjord;;Rettedal til Bergekleivå;;;;;;;ja;;;ja;ja;ja;ja;ja;ja;nei;439;439;235;36;;;;;;;
nei;IKS;989016245;Givas Iks;989352385;Givas Iks  Avd Avløp;3401;Kongsvinger;Givas Iks V.V. Svullrya V/ Vidar Holth;Z0704301336238061190PNAOL;;42302;3417;Grue;Region Øst;Avdeling Glåmdal og Østerdal;;;;;;;;;ja;;;ja;;;nei;nei;;;150;255;64;0;;;;;;;
ja;SA;971145374;Ousdal Grunneierlag Sa;999386032;Ousdal Grunneierlag Sa;4228;Sirdal;Donsen Brønn 10;Z1009241103285361036ODFHU;;;;;Region Sør og Vest;Avdeling Sør-Rogaland, Sirdal og Flekkefjord;21.09.2010;Donsen/Vardetjern;;;;;;;;;;nei;nei;nei;nei;ja;nei;nei;0;50;0;10;;;;;;;
ja;KOMM;940643112;Grane Kommune;976834283;Anleggstjenesten I Grane  Drift/Vedlikehold Etc;1825;Grane;Minde Vannverk;Z1610120955467653104DNPZH;;;;;Region Nord;Avdeling Helgeland;21.03.2017;Minde;;;;;;;nei;;;ja;nei;nei;nei;nei;ja;nei;20;40;9;0;;;;;;;
nei;AS;985345899;Øyvar As;980440710;Øyvar As   Avd Distribusjon;4626;Øygarden;Eidesjøen Vassverk;Z0704301335243851190JETMW;;;;;Region Sør og Vest;Avdeling Bergen og omland;;;;;;;;;;;;;;;;;;;0;1500;560;0;;;;;;;
ja;;;;;Hamsund Vannverk;1875;Hamarøy;Hamsund Vannverk;Z1403100954118573127ZLIMM;;;1875;Hamarøy;Region Nord;Avdeling Salten;;;;;;;;;nei;;;ja;nei;nei;nei;nei;nei;nei;20;49;6;14;;;;;;;
nei;ENK;916322283;Jan Henrik Moen;978041523;Jan Henrik Moen;1566;Surnadal;Vannforsyning Gråhaugen Fjellstue;Z1207040858103483121WIHUN;;;;;Region Midt;Avdeling Nordmøre og Romsdal;04.07.2012;;;;;;;;;;;;;;;;;;0;50;0;1;;;;;;;
nei;ENK;975921433;Jan Eira;873212632;Jan Eira;3044;Hol;Geiteryggen Turisthytte;Z0705302238404221190JLUED;;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;09.07.2008;Geiteryggen turisthytte;;;;;;;;;;nei;nei;nei;ja;nei;nei;nei;0;76;0;0;;;;;;;
nei;ENK;912310868;Valand Veikro Michael Leibscher;912323471;Valand Veikro Michael Leibscher;4205;Lindesnes;Valand Veikro - Vannforsyning;Z1407041255477903107QKZWZ;;;;;Region Sør og Vest;Avdeling Agder;01.07.2014;kro;;;;;;;nei;;;ja;nei;nei;ja;nei;nei;nei;2;50;1;0;;;;;;;
ja;AS;981940768;Norled As;873125772;Norled As;1103;Stavanger;Ledningsnett Kaianlegg I Stavanger;Z1005201309577061095GZZKV;;;;;Region Sør og Vest;Avdeling Sør-Rogaland, Sirdal og Flekkefjord;;Stavanger havn;;;;;;;nei;;;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;
nei;BA;;;996535150;Haugom Vannverk Ba;3414;Nord-Odal;Haugom Vannverk Ba;Z1302251517526603252UGXNJ;;41802;3414;Nord-Odal;Region Øst;Avdeling Glåmdal og Østerdal;;Delbekk-Haugom-Fritzvoldf;;;;;;;ja;;;ja;nei;nei;nei;nei;ja;nei;80;85;35;1;;;;;;;
nei;KOMM;921770669;Hammerfest Kommune;974065746;Iua For Loppa, Hasvik, Alta, Kautokeino, Hammerfest Og Måsøy;5406;Hammerfest;Vannforsyningssystem;Z1405121508143113251IAKJX;;;;;Region Nord;Avdeling Finnmark;;Kvalsund tettsted;;;;;;;ja;;;ja;ja;ja;nei;nei;nei;nei;202;220;210;5;;;;;;;
nei;BEDR;;;984578377;Thorset Vannverk V/ Jon Thorset;618;Hemsedal - UTGÅTT KODE;Thorset Vannverk A/L V/Jon Thorset;Z0704301336409721189JUNAY;;61804;3042;Hemsedal;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;;;;;;;;;nei;;;ja;;;nei;ja;;;110;180;38;18;;;;;;;
nei;BEDR;;;989991434;Sture Vassverk Ba;1259;Øygarden - UTGÅTT KODE;Sture Vassverk V/Steinar Hatten;Z0707022019188101190NLCLX;;;;;Region Sør og Vest;Avdeling Bergen og omland;;;;;;;;;;;;;;;;;;;;28;32;;;;;;;;
nei;KOMM;920290922;Alver Kommune;974551799;Alver Kommune Teknisk Forvaltning Og Drift Administrasjon;4631;Alver;Storavatn Vassverk;Z2002111012153302025QLPFO;;126302;4631;Alver;Region Sør og Vest;Avdeling Bergen og omland;;Knarvik, Alversund, Lindås, Mongstad, Austrheim, Hjelmås, Eknes, Leknes, Ostereidet, Kløve og Myking ;;;;;;;ja;;;ja;ja;ja;ja;ja;ja;ja;12660;10596;4210;236;;;;;;;
nei;KOMM;941139787;Austevoll Kommune;975287912;Møkster Skule;4625;Austevoll;Møkster Barneskule;Z0705302240143011189WTYFX;;;;;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;;Møkster skule;;;;;;;nei;;;nei;nei;ja;nei;nei;nei;nei;0;0;0;0;;;;;;;
nei;AS;998610818;Setten Hyttepark As;923927573;Setten Hyttepark As;3026;Aurskog-Høland;Setten Hyttegrend - Vannforsyningssystem;Z1606270939344293251WUEBD;;;;;Region Stor-Oslo;Avdeling Romerike;;Setten Hyttegrend;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;400;0;89;;;;;;;
ja;KOMM;962378064;Averøy Kommune;974598078;Averøy Kommune Tekniske Tjenester;1554;Averøy;Averøy Kommune Plan Og Utvikling;Z1011181314128721044XOLTN;;;;;Region Midt;Avdeling Nordmøre og Romsdal;09.11.2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nei;IKS;989016245;Givas Iks;989352385;Givas Iks  Avd Avløp;3401;Kongsvinger;Givas Iks - Granli;Z0805072258473191190BMQOH;;40203;3401;Kongsvinger;Region Øst;Avdeling Glåmdal og Østerdal;;;;;;;;;ja;;;ja;;;ja;nei;;;16500;28000;5404;0;;;;;;;
ja;AS;897654962;Hmh Bygg & Eiendom As;997659228;Hmh Bygg & Eiendom As;5061;Rindal;Hmh Vannforsyning;Z1607111101574283102DHEUV;;;6657;;Region Midt;Avdeling Nordmøre og Romsdal;08.07.2016;Rindalsskogen;;;;;;;nei;;;ja;nei;nei;ja;nei;ja;nei;20;50;6;0;;;;;;;
ja;ENK;955354850;Ellegård Ellef;976776321;Ellegård Ellef;3814;Kragerø;Gumøy Feriesenter;Z1501131233215133105PZBTL;;;;;Region Øst;Avdeling Telemark;;Gumøy;;;;;;;;;;;;;;;;;5;100;2;16;;;;;;;
nei;AS;889080752;Dalane Eiendomsselskap As;987393602;Dalane Eiendomsselskap As;1114;Bjerkreim;Heimstadnes Hyttefelt Felt C;Z1310081110167670389CZABB;;;;;Region Sør og Vest;Avdeling Sør-Rogaland, Sirdal og Flekkefjord;27.10.2015;Hyttefelt Heimstadnes;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;150;0;27;;;;;;;
nei;;;;;Brattlia Vannverk;;;Brattlia Vannverk;Z1607291034085393101XQTLY;;;;;Region Stor-Oslo;Avdeling Romerike;28.07.2016;Brattlia, Hurdal;;;;;;;nei;;;ja;nei;nei;nei;nei;ja;nei;25;60;10;14;;;;;;;
ja;ENK;969510650;Sømåen Odd;978273645;Sømåen Odd;3425;Engerdal;Vannforsyningssystem, Rønningen Camp & Hytter;Z1806221019361550388ERXQQ;;;;;Region Øst;Avdeling Glåmdal og Østerdal;18.06.2018;Rønningen camp og hytter;;;;;;;nei;;;ja;nei;nei;nei;ja;nei;nei;5;50;2;0;;;;;;;
ja;FLI;971535083;Normisjon Region Oppland;972572179;Kirketeigen Ungdomssenter;3436;Nord-Fron;Kirketeigen Ungdomssenter - Vannforsyning;Z2005270757250202025LWJOD;;;3436;Nord-Fron;Region Øst;Avdeling Gudbrandsdal;;Kirketerigen Kvam;;;;;;;ja;;;ja;nei;nei;ja;ja;nei;nei;2;150;1;18;;;;;;;
nei;;;;;Storbråthen Vannverk;;;Storbråthen Vannverk;Z0911301423236900154KQLQA;;41812;3414;Nord-Odal;Region Øst;Avdeling Glåmdal og Østerdal;;;;;;;;;ja;;;ja;nei;nei;nei;nei;ja;;73;73;32;0;;;;;;;
nei;AS;816690102;Teveldal Turistgård As;971746483;Teveltunet Fjellstue;5034;Meråker;Teveltunet Vannverk;Z0812111117200193252KCWHM;;;;;Region Midt;Avdeling Sør-Innherred;;Teveldal allmenning;;;;;;;ja;;;ja;nei;nei;ja;ja;nei;nei;8;136;3;35;;;;;;;
nei;KOMM;921875533;Åfjord Kommune;976975065;Anleggstjenesten I Roan;5058;Åfjord;Straum Vannverk V/ Roan Kommune;Z2001020935535832025BBGUF;;163205;5058;Åfjord;Region Midt;Avdeling Innherred og Fosen;;Straum og Einarsdalen;;;;;;;nei;;;ja;;;nei;ja;ja;ja;46;98;23;26;;;;;;;
nei;BEDR;;;871856672;Sauthon T Bygg As;626;Lier - UTGÅTT KODE;T Sauthon Bygg As Pellestova;Z0704301342358211190VZZQY;;;;;Region Øst;Avdeling Gudbrandsdal;;0;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;125;1;0;;;;;;;
nei;BEDR;;;983309127;Hallbjønn Høyfjellssenter As;833;Tokke - UTGÅTT KODE;Hallbjønn Høyfjellsenter- Eigen Vassforsyning;Z1401130936551210385CBMEQ;;;;;Region Øst;Avdeling Telemark;02.07.2015;Hallbjønnsekken;;;;;;;nei;;;nei;nei;nei;ja;ja;nei;nei;0;50;0;30;;;;;;;
nei;BEDR;;;985955735;Gulsrud Leir Og Misjonssenter;623;Modum - UTGÅTT KODE;Gulsrud Leir Og Misjonsenter V Gulsrud Leirsted;Z0705302301255501189BWBOL;;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;29.08.2008;Gulsrud leirsted;;;;;;;ja;;;ja;;;;;;;0;95;0;0;;;;;;;
nei;FLI;;;989853333;Det Norske Dhammakaya Samfunn;3802;Holmestrand;Det Norske Dhammakaya Samfunn Avd. Helleland;Z1708011451152373109QBOZY;;;;;Region Øst;Avdeling Vestfold;;Forsamlingshus på Helleland;;;;;;;nei;;;nei;nei;ja;nei;nei;nei;nei;0;20;0;0;;;;;;;
ja;NUF;977368448;Transocean Offshore (North Sea) Ltd Norsk Avdeling Av Utenlandsk Foretak;974131978;Transocean Offshore (North Sea) Ltd;1103;Stavanger;Transocean Equinox;Z1803051229225442025WOVGG;;;;;Region Sør og Vest;Avdeling Sør-Rogaland, Sirdal og Flekkefjord;;Songa Equinox;;;;;;;ja;;;nei;nei;nei;nei;ja;nei;nei;0;140;0;0;;;;;;;
ja;SA;;;913861051;Harpeleiken Vasslag Sa;1528;Sykkylven;Harpeleiken Vasslag Sa;Z1504032109025273252WSCPA;;;1528;Sykkylven;Region Midt;Avdeling Sunnmøre;10.06.2016;Fjellsetra;;;;;;;ja;;;nei;nei;nei;nei;nei;nei;nei;0;70;0;24;;;;;;;
nei;AS;922703728;Dobbel D As;972390119;Mcdonald'S Tønsberg  Avd 1;3803;Tønsberg;Aurevann Vannbehandlingsanlegg;Z2001211459527382024IPHAY;;21902;3024;Bærum;Region Stor-Oslo;Avdeling Oslo, Asker og Bærum;;Bærum kommune;;;;;;;ja;;;nei;nei;nei;nei;nei;nei;nei;88000;97000;0;0;;;;;;;
ja;KOMM;920123899;Indre Østfold Kommune;974543958;Indre Østfold Kommune Vannverk;3014;Indre Østfold;Borgås Vannverk;Z2002121300525592025FUSEM;;;;;Region Stor-Oslo;Avdeling Østfold og Follo;;Borgås;;;;;;;ja;;;ja;nei;nei;nei;nei;nei;nei;26;49;13;0;;;;;;;
nei;KOMM;857566122;Lier Kommune;976642740;Lier Kommune Drift Vva;3049;Lier;Nordal Vannverk;Z0805072259457331195JYTGN;;62606;3049;Lier;Region Øst;Avdeling Søndre Buskerud;01.06.2012;;;;;;;;ja;;;ja;;;nei;nei;;;20;200;8;0;;;;;;;
ja;AS;976064844;Profundus As;890805892;Profundus As   Avd Utistu;5021;Oppdal;Oppistugrenda;Z1209131302076203135XLWRX;;;;;Region Midt;Avdeling Gauldal;07.09.2012;Oppistugrenda;;;;;;;nei;;;nei;nei;nei;ja;ja;nei;nei;0;160;0;46;;;;;;;
ja;FLI;;;997050584;Hareid Kfuk-Kfum;1517;Hareid;Hareid Kfuk / Kfum - Vannforsyningssystemet;Z1108041140204620143TPEOH;;;1517;Hareid;Region Midt;Avdeling Sunnmøre;;Holesanden og Solli leirsted;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;50;0;7;;;;;;;
nei;BEDR;;;982872901;Svaberget Camping;1811;Bindal;Svaberget Camping Vannforsyning;Z1610101530079402024SVFIU;;;5060;Nærøysund;Region Midt;Avdeling Namdal;;Svaberget camping;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;nei;0;70;0;0;;;;;;;
ja;KOMM;970542507;Hamarøy Kommune;974624060;Teknisk Forvaltning;1875;Hamarøy;Drag Vannverk Teknisk Etat;Z2003050915290332024JCZVE;;185003;1806;Narvik;Region Nord;Avdeling Salten;;;;;;;;;ja;;;ja;ja;ja;ja;nei;ja;;800;800;320;0;;;;;;;
ja;FLI;871554862;Vesterlen Krets Av Norges  Speiderforbund;914443628;Vesterlen Krets Av Norges Speiderforbund;1103;Stavanger;Furuneset Speidertun Vesterlen Krets;Z0704301338428451190UWQEN;;;;;Region Sør og Vest;Avdeling Sør-Rogaland, Sirdal og Flekkefjord;09.06.2011;Strand kommune;;;;;;;ja;;;nei;nei;nei;nei;ja;nei;nei;0;800;0;0;;;;;;;
nei;KOMM;964980365;Sykkylven Kommune;874618462;Sykkylven Kommune Sentraladministrasjon;1528;Sykkylven;Felt F Nysætervatnet;Z1703131042451843171YSSDL;;;;;Region Midt;Avdeling Sunnmøre;;Felt F;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;0;0;0;;;;;;;
nei;KOMM;842566142;Lørenskog Kommune;973607618;Driftskontoret I Lørenskog;3029;Lørenskog;Vannforsyningssystem;Z1702090940141263252CCJUL;;;;;Region Stor-Oslo;Avdeling Romerike;;Lørenskog kommune;;;;;;;ja;;;ja;ja;ja;ja;ja;ja;nei;36268;36268;14507;0;;;;;;;
nei;AS;983257615;Furutangen As;983270123;Furutangen As;3422;Åmot;Furutangen Vannverk 2;Z2001281405414570127JSJCC;;;;;Region Øst;Avdeling Glåmdal og Østerdal;;Furutangen Hytteområde;;;;;;;ja;;;nei;nei;nei;nei;ja;nei;nei;0;500;0;75;;;;;;;
nei;KOMM;938587418;Verdal Kommune;976678729;Verdal Kommune Drift- Og Anlegg;5038;Verdal;Garnes Vannverk;Z0709110926279831195UWARN;;;;;Region Midt;Avdeling Sør-Innherred;;;;;;;;;;;;;;;;;;;0;150;45;0;;;;;;;
nei;AS;;;992528907;Moltemyra Drift As;1032;Lyngdal - UTGÅTT KODE;Pitstop - Vannforsyning;Z0912171233494220184MVUNV;;;;;Region Sør og Vest;Avdeling Agder;15.12.2009;;;;;;;;;;;nei;nei;nei;ja;nei;nei;nei;0;50;1;0;;;;;;;
nei;BEDR;;;972313025;Nusfjord As;1859;Flakstad;Nusfjord As Sjøvannsanlegg;Z0704301338420851189UUYCL;;;;;Region Nord;Avdeling Midtre Hålogaland;03.04.2008;;;;;;;;;;;;;;;;;;0;56;1;0;;;;;;;
nei;BEDR;;;972372706;Tsf Espedalen As;522;Gausdal - UTGÅTT KODE;Strand Fjellstue Vannforsyningssystem;Z1505291420023372024FNIHZ;;;;;Region Øst;Avdeling Gudbrandsdal;;Espedalen;;;;;;;nei;;;ja;nei;nei;ja;ja;nei;nei;2;65;3;0;;;;;;;
nei;SA;955917227;Reddal Vanningslag Sa;978833853;Reddal Vanningslag Sa;4202;Grimstad;Reddal Vannverk V/Tormod Sandkjær;Z0704301335181331190ASVGH;;90402;4202;Grimstad;Region Sør og Vest;Avdeling Agder;;;;;;;;;nei;;;ja;;;nei;nei;;;90;90;37;;;;;;;;
