aktiv;orgform;fnr;fnavn;orgnr;virksomhet;virksomhet_kommunenr;virksomhet_kommune;vannforsyningssystem;mtid_vf;ir_orgform;vregnr;kommunenr;kommune;mtregion;mtavdeling;siste_insp;omraade;periode;vannprod;vannegetnett;vann_mottatt;max_vann_pers;max_vann_dogn;beredskap;beredsk_oppd;beredsk_ovelse;boliger;helseinst;skoler;nmindustri;hyttercamp;gardsbruk;fiskemottak;ant_fastboende;ant_personer_max;ant_husstander;ant_hytter;forbr_fast_bosetting;forbr_fritidsboliger;forbr_industri;forbr_tjytende;forbr_primnaering;forbr_annet;forbr_lekkasje
ja;AS;916355599;Øksnes Leirsted As;916504772;Øksnes Leirsted As;1868;Øksnes;Øksnes Leirskole Vannforsyningssystem;Z1702101541497272025FUXYG;;;;;Region Nord;Avdeling Midtre Hålogaland;;;;;;;;;nei;;;nei;nei;nei;ja;ja;nei;nei;0;90;1;0;;;;;;;
nei;AS;919279567;Nye Holmsbu As;988430005;Nye Holmsbu Invest As;301;Oslo kommune;Holmsbu Invest Ks - Vannforsyning Holmsbu Spa & Resort As;Z1801031231038112024RVOAW;;;;;Region Øst;Avdeling Søndre Buskerud;;Holtnes - Holmsbu;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;nei;0;800;0;40;;;;;;;
nei;KOMM;958935420;Oslo Kommune;973627228;Vann- Og Avløpsetaten;301;Oslo kommune;Ova, Langlia;Z0705302239272771190NRCAU;;;;;Region Stor-Oslo;Avdeling grensekontroll og import;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;
ja;AS;914996511;Sundhaugen Drift As;915048021;Sundhaugen Drift As;3048;Øvre Eiker;Sundhaugen - Vannforsyning;Z1602231110060022025PDJSI;;;;;Region Øst;Avdeling Søndre Buskerud;22.08.2017;Øvre Eiker;;;;;;;ja;;;nei;nei;nei;ja;nei;nei;nei;0;150;0;0;;;;;;;
nei;KOMM;864966012;Iveland Kommune;974549336;Iveland Kommune Teknisk Sjef;4218;Iveland;Skisland Vannverk;Z1203220946201671066QSPHV;;;;;Region Sør og Vest;Avdeling Agder;;;;;;;;;;;;;;;;;;;75;;30;0;;;;;;;
nei;ENK;970462082;Buen Bjarne;971872934;Bjarne Buer;3006;Kongsberg;Vannforsyning Ble Høgda Camping;Z1608100947507612025BCHNB;;;;;Region Øst;Avdeling Søndre Buskerud;17.08.2016;Campingplassen;;;;;;;ja;;;nei;nei;nei;nei;ja;nei;nei;0;300;0;0;;;;;;;
ja;SA;914089557;Sørbølfjell Vann Og Avløpsanlegg Sa;914149932;Sørbølfjell Vann Og Avløpsanlegg Sa;3045;Sigdal;Vannforsyningssystem;Z1502050749007903252KDTVO;;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;;Sørbølfjell Flå kommune;;;;;;;ja;;;ja;nei;nei;nei;nei;nei;nei;0;49;0;20;;;;;;;
ja;FLI;;;995398524;Bø Og Sande Grendalag;1515;Herøy (M. og R.);Bø Og Sande Grendahus - Vannforsyningssystemet;Z1102151417485433252HZNCQ;;;1515;Herøy (M. og R.);Region Midt;Avdeling Sunnmøre;;Bø og Sande Grendahus;;;;;;;nei;;;nei;nei;nei;ja;nei;nei;nei;0;260;0;0;;;;;;;
ja;FLI;911184354;Trondhjems Turistforening;974107120;Trollheimshytta;5061;Rindal;Trollheimshytta Vannforsyning;Z0705302239064921189YNGMA;;;;;Region Midt;Avdeling Nordmøre og Romsdal;10.07.2019;Trollheimshytta;;;;;;;nei;;;ja;nei;nei;ja;ja;nei;nei;0;100;1;0;;;;;;;
ja;ENK;923564624;Bjørn Egil Rossebø;923681515;Bjørn Egil Rossebø;1135;Sauda;Svandalen Vannverk;Z2002141248053442024GPWQG;;113504;1135;Sauda;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;;Svandalen hyttefelt (Sauda);;;;;;;ja;;;nei;nei;nei;nei;nei;nei;nei;0;300;0;57;;;;;;;
nei;SÆR;983974678;Helse Stavanger Hf;974703300;Stavanger Universitetssjukehus  Somatikk Våland;1103;Stavanger;Stavanger Universitetssykehus, Internt Ledningsnett;Z1503231459485903210ZAZWO;;;;;Region Sør og Vest;Avdeling Sør-Rogaland, Sirdal og Flekkefjord;;;;;;;;;;;;;ja;;ja;;nei;nei;0;1000;0;0;;;;;;;
nei;KOMM;958935420;Oslo Kommune;979594240;Syningom Omsorgssenter;3414;Nord-Odal;Syningom Omsorgssenter;Z0704301336362691189KCOQE;;;301;Oslo kommune;Region Stor-Oslo;Avdeling grensekontroll og import;01.02.2010;;;;;;;;;;;;;;;;;;0;22;0;0;;;;;;;
ja;FLI;;;994538071;Liaskogen Vann- Og Avløpslag;3003;Sarpsborg;Liaskogen Hyttegrend I Sarpsborg Kommune;Z0912151446240413252JGKRM;;;3003;Sarpsborg;Region Stor-Oslo;Avdeling Østfold og Follo;;Liaskogen hyttegrend, Sarpsborg kommune;;;;;;;ja;;;ja;nei;nei;nei;ja;ja;nei;2;150;1;50;;;;;;;
nei;AS;979932375;Regnskapsbistand Bjørnstad As;980105415;Regnskapsbistand Bjørnstad As;3020;Nordre Follo;Selvig Vel Vannverk;Z1212201248311110395TGNHY;;;;;Region Øst;Avdeling Søndre Buskerud;18.10.2012;;;;;;;;ja;;;nei;nei;nei;nei;nei;nei;nei;0;175;0;70;;;;;;;
ja;;;;;Haug Vannverk;1860;Vestvågøy;Haug Vannverk;Z1412221239088830381GBNVJ;;186020;;;Region Nord;Avdeling Midtre Hålogaland;;Haug ;;;;;;;nei;;;ja;nei;nei;nei;nei;nei;nei;50;60;20;3;;;;;;;
nei;KOMM;921383681;Tønsberg Kommune;974606755;Tønsberg Kommune Kommunalteknikk, Prosjekt Og Forvalting;3803;Tønsberg;Ikke Aktiv Kirkevoll Vest Vannverk;Z0705302239503451189ZVZNI;;;;;Region Øst;Avdeling Vestfold;;;;;;;;;;;;;;;;;;;0;47;23;0;;;;;;;
nei;SA;970180370;Ølen Vassverk Sa;873308672;Ølen Vassverk Sa;1160;Vindafjord;Ølen Vassverk;Z0704301336540971189OXNPM;;;;;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;02.09.2010;;;;;;;;;;;;;;;;;;1750;2050;845;68;;;;;;;
ja;ENK;994946188;Elisabeth Såkvitne Camping Og Utleige;994971182;Espelandsdalen Camping;4621;Voss;Espelandsdalen Camping;Z1708070809305542024NWPUJ;;;4621;Voss;Region Sør og Vest;Avdeling Bergen og omland;;Espelandsdalen camping;;;;;;;nei;;;ja;nei;nei;nei;ja;nei;nei;3;50;1;0;;;;;;;
nei;KOMM;964980721;Giske Kommune;980857719;Giske Kommune Bygg Og Oppmåling;1532;Giske;Kommuneplanen Sin Arealdel 2018-20130;Z1803091122053573151EOUNY;;;;;Region Midt;Avdeling Sunnmøre;;0;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;0;0;0;;;;;;;
ja;AS;952217860;Isqueen As;982640288;Isqueen As;1860;Vestvågøy;Lofoten Polarlaks As - Vannv;Z1302051000234570394JFXKN;;;;;Region Nord;Avdeling Midtre Hålogaland;;;;;;;;;;;;;;;;;;;1;50;1;1;;;;;;;
nei;BEDR;;;973304070;Hokåsen Vannverk A/L;402;Kongsvinger - UTGÅTT KODE;Hokkåsen Vannverk A/L Kjetil Hagen;Z0704301336240661190LJGVX;;;;;Region Øst;Avdeling Glåmdal og Østerdal;;;;;;;;;;;;;;;;;;;0;910;351;0;;;;;;;
ja;FLI;;;916543387;Tømmervik Og Rydningen Vannverk;5421;Senja;Tømmervik Vannverk - Skrolsvik;Z1704301403044200385PLHCO;;;;;Region Nord;Avdeling Troms og Svalbard;04.05.2017;Tømmervika;;;;;;;nei;;;ja;nei;nei;nei;nei;nei;nei;40;50;10;10;;;;;;;
ja;FLI;;;992774878;Breivika Hytteforening;3025;Asker;Uråsleina Vannverk - Breivika Hytteforening På Rødtangen;Z1601251352215663117ZUMFC;;;3025;Asker;Region Øst;Avdeling Søndre Buskerud;20.08.2019;Breivika hytteforening Rødtangen;;;;;;;ja;;;nei;nei;nei;nei;nei;nei;nei;0;100;0;44;;;;;;;
ja;AS;924350946;Øyne Camping As;972540846;Øyne Camping As;3823;Fyresdal;Øyne Camping Vannforsyning;Z2004030842294022024GLKXN;;;3823;Fyresdal;Region Øst;Avdeling Telemark;;Øyne Camping;;;;;;;ja;;;ja;nei;nei;ja;ja;nei;nei;2;150;1;0;;;;;;;
nei;KOMM;970491589;Modum Kommune;994567543;Kommunal Teknikk   Vann;3047;Modum;Modum Kommunale Vannverk;Z2003190909089420128YMHAP;;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;;Åmot - Geithus - Vikersund;;;;;;;ja;;;ja;ja;ja;ja;ja;ja;nei;11000;10500;4500;15;;;;;;;
ja;AS;986420010;Hæhre Entreprenør As;871980632;Hæhre Entreprenør As  Avd Vikersund;3047;Modum;Vannforsyningssystem;Z1603101504082133252NKBCR;;;;;Region Nord;Avdeling Helgeland;15.02.2016;Rigganlegg på Røssvoll;;;;;;;ja;;;nei;nei;nei;nei;ja;nei;nei;0;195;0;0;;;;;;;
ja;ENK;996858898;Oddgeir Slupphaug;974021153;Oddgeir Slupphaug;5055;Heim;Slupphaugen Hyttefelt Vannforsyning;Z1307101309477323252ADDTH;;;;;Region Midt;Avdeling Trondheim og omland;11.08.2016;Slupphaugen hyttefelt;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;70;0;23;;;;;;;
nei;KOMM;938772924;Hitra Kommune;988769592;Hitra Kommune Vannverkstjenesten;5056;Hitra;Myranes Vannverk;Z0805072302042901190DKGJZ;;161712;5056;Hitra;Region Midt;Avdeling Trondheim og omland;;;;;;;;;nei;;;ja;nei;nei;nei;nei;;nei;90;100;36;0;;;;;;;
ja;KOMM;940138051;Rindal Kommune;976676947;Rindal Kommune Teknisk Avdeling;5061;Rindal;Lomundsjø Vassverk;Z0705302238574981190VXMGZ;;;;;Region Midt;Avdeling Nordmøre og Romsdal;;Lomundsjø;;;;;;;ja;;;ja;nei;nei;nei;nei;nei;nei;3;10;1;1;;;;;;;
nei;AS;947310984;Dagali Hotell A/S;971676167;Dagali Hotell As;3044;Hol;Dagali Hotel;Z1705110912177192024UXDYA;;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;;Dagali hotell;;;;;;;ja;;;ja;nei;nei;ja;ja;nei;nei;4;150;2;2;;;;;;;
ja;AS;922235775;Brustranda Sjøcamping As;975117448;Brustranda Sjøcamping As;1860;Vestvågøy;Lofotstua As;Z1903151029320492024IABTC;;;;;Region Nord;Avdeling Midtre Hålogaland;15.05.2019;;;;;;;;ja;;;ja;nei;nei;ja;ja;nei;nei;0;100;0;12;;;;;;;
ja;AS;;;911820110;Tamok As;5422;Balsfjord;Tamok Vannverk;Z1608080929226693184OANSL;;;;;Region Nord;Avdeling Troms og Svalbard;;Tamokdalen;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;1;1000;1;1;;;;;;;
nei;ENK;979498306;Fougner;979528868;Fougner;3441;Gausdal;Vannforsyningssystem;Z1407091201437563137FGJKO;;;;;Region Øst;Avdeling Gudbrandsdal;02.07.2014;Fougner;;;;;;;nei;;;ja;nei;nei;nei;nei;ja;nei;15;60;5;0;;;;;;;
nei;ASA;911382008;Elkem Asa;973167014;Elkem Asa  Avd Bjølvefossen;4622;Kvam;Ålvik Vassverk V/ Elkem Bjølvefossen As;Z0704301336476481189MCUWA;;;4622;Kvam;Region Sør og Vest;Avdeling Hardanger og Sunnhordaland;;Ålvik;;;;;;;ja;;;ja;ja;ja;ja;nei;ja;nei;0;300;258;0;;;;;;;
nei;FLI;;;981112113;By Vassverk;1657;Skaun - UTGÅTT KODE;By Vassverk;Z1205221614325800109BVGWZ;;165708;5029;Skaun;Region Midt;Avdeling Trondheim og omland;;Myrin, By og Jåren;;;;;;;nei;;;ja;nei;nei;nei;nei;ja;nei;150;150;56;3;;;;;;;
ja;;;;;Vannforsyningssystem, Rambergstunet Grunnbrønnvann;4601;Bergen;Vannforsyningssystem, Rambergstunet Grunnbrønnvann;Z1503021126475933251ICRJS;;;;;Region Sør og Vest;Avdeling Bergen og omland;;Rambergstunet eller Fanafjellsvegen 60;;;;;;;nei;;;ja;nei;nei;ja;nei;nei;nei;1;100;1;0;;;;;;;
ja;KOMM;959469326;Dielddanuori Suohkan - Tjeldsund Kommune;987697571;Tjeldsund Kommune Teknisk Kontor;5412;Tjeldsund;Våge Vannverk;Z2001241440109922025PHZQS;;;5412;Tjeldsund;Region Nord;Avdeling Midtre Hålogaland;;Våge;;;;;;;ja;;;ja;nei;nei;nei;nei;ja;nei;4;4;3;0;;;;;;;
ja;STAT;972417823;Forsvarsdepartementet;975950697;Forsvarsbygg;301;Oslo kommune;Jarfjord Grensestasjon;Z1710040926159513252EFZFW;;;5444;Sør-Varanger;Region Nord;Avdeling Finnmark;;kun egen militær stasjon;;;;;;;ja;;;nei;nei;nei;nei;nei;nei;nei;17;70;1;0;;;;;;;
nei;BEDR;;;993184160;Forsvarsbygg  Mo Vest - Stavanger;1124;Sola;Vatneleiren, Internt Fordelingsnett Drikkevann;Z1403271320319980387TWGNR;;;;;Region Sør og Vest;Avdeling Sør-Rogaland, Sirdal og Flekkefjord;26.03.2014;vatneleiren;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;nei;10;300;0;0;;;;;;;
nei;KOMM;964338531;Bergen Kommune;974600951;Vann- Og Avløpsetaten;4601;Bergen;Bergen Vannverk-Jordalsvatnet;Z0707022019061951190DEZCN;;;;;Region Sør og Vest;Avdeling Bergen og omland;30.11.2009;;;;;;;;;;;;;;;;;;;43220;0;;;;;;;;
nei;SA;979862725;Snarum Barnehage Sa;873457112;Snarum Barnehage Sa;3047;Modum;Vannforsyningssystem Til Snarum Barnehage;Z1703011509441483212DYDQB;;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;07.09.2017;Snarum grendehus;;;;;;;nei;;;nei;nei;ja;ja;nei;nei;nei;0;50;0;0;;;;;;;
ja;FLI;971356022;Indremisjonssamskipnaden;973940716;Indremisjonssamskipnaden;4614;Stord;Brandøy Vannforsyning;Z1008181351556871093GLNUZ;;;1160;Vindafjord;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;21.04.2016;Brandøy;;;;;;;ja;;;ja;nei;nei;ja;nei;nei;nei;2;60;1;1;;;;;;;
nei;;;;;Brandasund Private Vassverk;;;Brandasund Private Vassverk;Z1209251339280760367INNPA;;;4613;Bømlo;Region Sør og Vest;Avdeling Hardanger og Sunnhordaland;25.09.2012;Brandasund;;;;;;;;;;;;;;;;;20;50;10;5;;;;;;;
ja;SA;;;913361806;Strand Vannanlegg Sa;5444;Sør-Varanger;Strand Vannanlegg;Z1411172112244723252NHDFA;;;;;Region Nord;Avdeling Finnmark;;Strand;;;;;;;ja;;;ja;nei;nei;nei;nei;nei;nei;40;49;16;4;;;;;;;
ja;KOMM;920123899;Indre Østfold Kommune;976635957;Indre Østfold Kommune Vannverk Hemnes;3014;Indre Østfold;Indre Østfold Vannverk Hemnes;Z2001151014358742025NMCET;;12301;3014;Indre Østfold;Region Stor-Oslo;Avdeling Østfold og Follo;;Spydeberg, Hobøl;;;;;;;ja;;;ja;ja;ja;ja;ja;ja;nei;4644;5800;2278;304;;;;;;;
nei;KOMM;961381096;Skjåk Kommune;974595648;Skjåk Kommune Plan, Samfunn Og Miljø;3433;Skjåk;Aurmo Vassverk;Z0805072259148341190WTPVU;;51302;;;Region Øst;Avdeling Gudbrandsdal;;;;;;;;;ja;;;nei;;;nei;;;;175;280;66;5;;;;;;;
nei;BEDR;;;974587068;Øvre Eiker Kommune Vann/Avløp Administrasjon;624;Øvre Eiker - UTGÅTT KODE;Øvre Eiker Kom. Vannverk - Strømbo;Z0805072259442511194MEHPO;;62401;3048;Øvre Eiker;Region Øst;Avdeling Søndre Buskerud;;;;;;;;;ja;;;nei;;;nei;;;;9149;9149;3919;0;;;;;;;
ja;KOMM;944588132;Alta Kommune;976980905;Alta Kommune Kommunalteknikk;5403;Alta;Altnes Vannverk (Rognsund);Z0707022019023051190COWPY;;;5403;Alta;Region Nord;Avdeling Finnmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nei;BEDR;;;911905159;Fossekroen As;938;Bygland - UTGÅTT KODE;Fossekroen As, Reiårsfossen Vannforsyningssystem;Z1307311055372283104GSXHZ;;;;;Region Sør og Vest;Avdeling Agder;23.07.2013;Bygland;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;nei;0;600;1;1;;;;;;;
nei;KOMM;964994129;Storfjord Kommune;976835425;Storfjord Kommune Driftsjefens Kontor;5425;Storfjord;Vannforsyningssystem Elvevoll-Rasteby;Z1805071246303093252BMGPH;;;;;Region Nord;Avdeling Troms og Svalbard;;Elvevoll-Rasteby;;;;;;;ja;;;ja;nei;nei;nei;nei;ja;nei;150;200;87;13;;;;;;;
ja;KOMM;940083672;Rennebu Kommune;976678265;Rennebu Kommune Teknisk Drift;5022;Rennebu;Jønnabakken Vannverk;Z0704301335507981189EEVHU;;;5022;Rennebu;Region Midt;Avdeling Gauldal;27.05.2014;Jønnåbakken boligfelt;;;;;;;ja;;;ja;nei;nei;nei;nei;nei;nei;10;10;3;0;;;;;;;
nei;BA;;;970208216;Ringvold Vannverk Al V/Per M Løke;3443;Vestre Toten;Ringvold Vannverk Al V/Sjur Tokvam;Z0704301336320711189YTWGU;;52907;3443;Vestre Toten;Region Øst;Avdeling Mjøsområdet;;;;;;;;;nei;;;ja;;;nei;nei;;;154;154;59;0;;;;;;;
nei;AS;990658374;Svanstul Utvikling As;990722846;Svanstul Utvikling As;3807;Skien;Flekkeren Vannforsyning;Z0810070922444060155KQKEZ;;;;;Region Øst;Avdeling Telemark;;Flekkeråsen;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;100;0;35;;;;;;;
nei;OPMV;;;971195657;Lillesand Kommune;4215;Lillesand;Lillesand Vannverk;Z0707022019424131190DPAWK;;;;;Region Sør og Vest;Avdeling Agder;;;;;;;;;;;;;;;;;;;0;8390;3345;0;;;;;;;
ja;AS;935235618;Ipec Miljø As;985101639;Ipec Miljø As;4216;Birkenes;Reiårsvannet Hyttefelt Vannbehandlingsanlegg;Z1409302044095513252GZDBW;;;;;Region Sør og Vest;Avdeling Agder;19.01.2016;Reiårsvannet hyttefelt;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;100;0;25;;;;;;;
ja;SA;971480483;Kollevoll Barnehage Sa;973458906;Kollevoll Barnehage Sa;4225;Lyngdal;Kollevoll Barnehage - Vannforsyning;Z1504150821354970386MQVUH;;;;;Region Sør og Vest;Avdeling Agder;03.04.2018;Kollevoll;;;;;;;nei;;;nei;nei;ja;nei;nei;nei;nei;0;16;2;0;;;;;;;
ja;AS;921268378;Vassfjellet Vinterpark As;974185032;Vassfjellet Skiheiser;5001;Trondheim;Vassfjellkroa Vannforsyning;Z1902051437463952025AHMIM;;;5001;Trondheim;Region Midt;Avdeling Trondheim og omland;11.04.2019;klæbu;;;;;;;nei;;;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;
ja;ENK;924568372;Randsfjord Camping Selj;972484032;Randsfjord Camping Selj;3447;Søndre Land;Randsfjord Camping Selj - Vannforsyning;Z2002121009578042024XGWYK;;;;;Region Øst;Avdeling Mjøsområdet;;Lyngstrand camping;;;;;;;ja;;;ja;nei;nei;ja;ja;nei;nei;3;50;2;0;;;;;;;
nei;SA;980779734;Svartskog Friluftsbarnehage Sa;974197901;Svartskog Friluftsbarnehage Sa;3020;Nordre Follo;Svartskog Barnehage - Vannverk;Z0704301337457361189IEVQM;;;;;Region Stor-Oslo;Avdeling Østfold og Follo;16.08.2013;;;;;;;;;;;;;ja;;;;;6;30;2;0;;;;;;;
ja;FLI;;;989233637;Tjørn Velforening;;;Tjørn Hyttefelt;Z1509251509049333100PQOVK;;;;;Region Sør og Vest;Avdeling Sør-Rogaland, Sirdal og Flekkefjord;;;;;;;;;;;;;;;;;;;0;;0;50;;;;;;;
nei;AS;;;979473044;Junkerdal Turistsenter As;1840;Saltdal;Junkerdal Turistsenter V.V. Junkerdal;Z0704301342310011189MTFPJ;;;;;Region Nord;Avdeling Salten;;;;;;;;;;;;;;;;;;;;380;24;;;;;;;;
nei;KOMM;921875533;Åfjord Kommune;976975065;Anleggstjenesten I Roan;5058;Åfjord;Vik / Bessaker Vannverk V/ Roan Kommune;Z2001020935548752025USFHA;;163201;5058;Åfjord;Region Midt;Avdeling Innherred og Fosen;;Mostervik-Vik - Bessaker - Storvika;;;;;;;nei;;;ja;;ja;ja;ja;ja;;250;430;90;89;;;;;;;
nei;KOMM;944305483;Indre Fosen Kommune;974577569;Indre Fosen Kommune Areal   Kommunalteknikk;5054;Indre Fosen;Selnes Vannverk V/ Tormod Dyrendahl;Z0710032243398781194NKFSY;;162406;;;Region Midt;Avdeling Innherred og Fosen;27.02.2012;;;;;;;;;;;;;;;;;;40;60;36;1;;;;;;;
ja;KOMM;938469415;Nordkapp Kommune;976981340;Nordkapp Kommune Teknisk Sjef;5435;Nordkapp;Skipsfjord Vannverk;Z1708251246108223222FKXXY;;;;;Region Nord;Avdeling Finnmark;27.02.2020;Skipsfjord;;;;;;;nei;;;nei;nei;nei;ja;ja;nei;nei;0;600;0;0;;;;;;;
nei;BEDR;;;974549875;Rådmannskontoret I Nesset;1543;Nesset - UTGÅTT KODE;Sæter Og Finnset;Z1906200733328153126ACPTS;;;;;Region Midt;Avdeling Nordmøre og Romsdal;;Sæter og Finnset;;;;;;;nei;;;ja;nei;nei;nei;ja;ja;nei;10;50;5;5;;;;;;;
nei;;;;;Valldal Vassverk;1578;Fjord;Valldal Vassverk;Z1302191439439553252NICBF;;;1578;Fjord;Region Midt;Avdeling Sunnmøre;;Boligområde / Hytter;;;;;;;ja;;;ja;ja;ja;ja;ja;nei;nei;477;650;191;23;;;;;;;
nei;BA;;;976752961;Mjømna Vassverk Ba;4635;Gulen;Mjømna Vassverk Ba;Z0704301340462831190WMABM;;141111;4635;Gulen;Region Sør og Vest;Avdeling Bergen og omland;28.08.2009;;;;;;;;nei;;;ja;;;nei;ja;;;74;74;30;28;;;;;;;
ja;FLI;;;979643314;Høyanger Kjemisk Industriarbeiderforening;4638;Høyanger;Fagernes Hytte Og Konferanse Senter;Z0704301343381661189LCMSS;;;;;Region Sør og Vest;Avdeling Sunnfjord og Sogn;10.07.2014;;;;;;;;;;;ja;nei;nei;ja;ja;nei;nei;3;150;1;11;;;;;;;
nei;AS;986387390;Rauland Eiendom As;986423575;Rauland Eiendom As;3825;Vinje;Rauland Høgfjellshotell;Z0704301339009351189IGRVE;;;;;Region Øst;Avdeling Telemark;;;;;;;;;;;;;;;;;;;0;188;1;0;;;;;;;
nei;;;;;Vannforsyningssystem;3426;Tolga;Vannforsyningssystem;Z1401300926536523251MMLUO;;;;;Region Øst;Avdeling Glåmdal og Østerdal;;Brekken vannverk, Røros kommune;;;;;;;nei;;;ja;nei;ja;nei;nei;nei;nei;200;200;80;10;;;;;;;
nei;STAT;972417823;Forsvarsdepartementet;975950697;Forsvarsbygg;301;Oslo kommune;Nedre Takelvdal Vannverk;Z1606301040565433113DGLGI;;;;;Region Nord;Avdeling Troms og Svalbard;;Nedre Takelvdal;;;;;;;nei;;;ja;nei;nei;nei;nei;nei;nei;40;40;10;1;;;;;;;
nei;AS;986199055;Recovery Akademiet As;991548076;Recovery Akademiet As;3037;Hurdal;Incita Østsiden;Z0806171046218600178TDAZA;;;;;Region Stor-Oslo;Avdeling Romerike;28.05.2008;Helseinstitusjon;;;;;;;nei;;;nei;ja;nei;ja;nei;nei;nei;20;0;0;0;;;;;;;
ja;;;;;Mølnelva Vannverk;5412;Tjeldsund;Mølnelva Vannverk;Z1504130831400613175AMQPE;;191308;;;Region Nord;Avdeling Midtre Hålogaland;;Grov;;;;;;;nei;;;ja;nei;ja;ja;nei;nei;nei;50;50;20;0;;;;;;;
nei;BEDR;;;988824399;Huso As;617;Gol - UTGÅTT KODE;Huso Vassverk;Z0807090939582520164XKAQC;;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;04.07.2008;;;;;;;;nei;;;nei;nei;nei;ja;ja;nei;nei;0;80;0;13;;;;;;;
nei;;;;;Myranes Vannverk;5056;Hitra;Myranes Vannverk;Z1401210757254092024PYGLD;;161712;5056;Hitra;Region Midt;Avdeling Trondheim og omland;;;;;;;;;nei;;;ja;nei;nei;nei;nei;;nei;90;100;36;0;;;;;;;
ja;AS;998989132;Sandvika Hytteutvikling As;998997232;Sandvika Hytteutvikling As;5037;Levanger;Innsvatnet Syd Vannverk;Z1803202002486883251JXOBP;;;;;Region Midt;Avdeling Sør-Innherred;27.08.2019;Storholmen hytteområde;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;245;0;70;;;;;;;
nei;AS;912233391;Sørvestkonsult As;912250903;Sørvestkonsult As;4204;Kristiansand;Vennesla Kommune - Vennesla Vannverk;Z1505290958360603252DOHST;;;;;Region Sør og Vest;Avdeling Agder;;Vennesla;;;;;;;ja;;;ja;ja;ja;ja;ja;ja;nei;10000;11000;3000;10;;;;;;;
ja;AS;922622604;Rokosjøen Camping As;922772061;Rokosjøen Camping As;3412;Løten;Rokosjøen Camping As - Vannforsyning;Z1907101414275462024ORDOI;;;;;Region Øst;Avdeling Mjøsområdet;;Campingplass;;;;;;;ja;;;ja;nei;nei;nei;ja;nei;nei;3;150;1;0;;;;;;;
ja;KOMM;922421498;Lyngdal Kommune;974583518;Lyngdal Kommune Arealforvaltning Og Miljø;4225;Lyngdal;Konsmo Vannverk Audnedal Kommune Teknisk Etat;Z2002241326553832024TTHYR;;102702;4225;Lyngdal;Region Sør og Vest;Avdeling Agder;;Konsmo;;;;;;;ja;;;ja;ja;ja;ja;nei;ja;nei;500;670;200;0;;;;;;;
ja;STAT;972417823;Forsvarsdepartementet;975950697;Forsvarsbygg;301;Oslo kommune;Nedre Takelvdal Vannverk;Z1507081001503753188MGABO;;;;;Region Nord;Avdeling Troms og Svalbard;04.04.2017;Nede Takelvdal;;;;;;;nei;;;ja;nei;nei;nei;nei;nei;nei;27;40;16;5;;;;;;;
ja;AS;924516186;Fjellbergsskardet Drift As;924595337;Fjellbergsskardet Drift As;1130;Strand;Fjellbergskardet Hyttegrend - Vassverk;Z2003161016561602025ECSXA;;113413;;;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;;Fjellbergskardet hyttegrend;;;;;;;ja;;;nei;nei;nei;nei;nei;nei;nei;1;300;1;65;;;;;;;
ja;;;;;Engeskaret Hyttegrend;1516;Ulstein;Engeskaret Hyttegrend;Z1506032222175643173MAYVL;;;;;Region Midt;Avdeling Sunnmøre;03.06.2015;Engeskaret hyttefelt;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;20;0;28;;;;;;;
ja;AS;916498195;Refstadveien 50 As;916019963;Kolstad Utvikling;3003;Sarpsborg;Vannforsyningssystem, Kolstad Sarpsborg;Z1811161403121682024PFBGB;;;3003;Sarpsborg;Region Stor-Oslo;Avdeling Østfold og Follo;;Jelsnes - Sarpsborg kommune;;;;;;;nei;;;ja;ja;nei;nei;nei;nei;nei;20;20;9;0;;;;;;;
ja;;;;;Fuglesang Feriehejm;3019;Vestby;Fuglesang Feriehejm;Z1502181135076183198JKXUJ;;;3022;Frogn;Region Stor-Oslo;Avdeling Østfold og Follo;15.04.2016;Fuglesang;;;;;;;nei;;;ja;nei;nei;nei;ja;ja;nei;30;50;13;7;;;;;;;
